group,subgroup,filename,fwhm_L,fwhm_C,fwhm_R,sharpness,flatness
test,Streaks,240729B_GaAs_MnTe_0min_883.png,95.26,240.51,0.0,0.42,0.466
test,Streaks,240729B_GaAs_MnTe_0min_991.png,87.48,311.79,91.21,0.32,0.458
test,Streaks,240729B_GaAs_MnTe_28min_131.png,130.69,410.19,101.46,0.24,0.441
test,Streaks,240729B_GaAs_MnTe_28min_253.png,125.08,452.74,98.48,0.22,0.449
test,Streaks,240729B_GaAs_MnTe_28min_522.png,116.43,1467.81,112.94,0.07,0.419
test,Streaks,240729B_GaAs_MnTe_28min_588.png,110.71,383.28,93.79,0.26,0.419
test,Streaks,240729B_GaAs_MnTe_28min_736.png,128.77,0.0,112.5,1000000000.0,0.452
test,Streaks,240729B_GaAs_MnTe_28min_925.png,123.24,215.07,0.0,0.46,0.32
test,Streaks,240730A_GaAs_MnTe_12min_112.png,50.09,0.0,42.23,1000000000.0,0.28
test,Streaks,240730A_GaAs_MnTe_12min_178.png,167.25,431.03,51.34,0.23,0.38
test,Streaks,240730A_GaAs_MnTe_12min_225.png,86.04,0.0,49.39,1000000000.0,0.35
test,Streaks,240730A_GaAs_MnTe_12min_390.png,43.71,0.0,43.78,1000000000.0,0.285
test,Streaks,240730A_GaAs_MnTe_12min_458.png,168.42,0.0,50.61,1000000000.0,0.351
test,Streaks,240730A_GaAs_MnTe_12min_480.png,47.98,0.0,42.82,1000000000.0,0.295
test,Streaks,240730A_GaAs_MnTe_12min_592.png,173.56,199.79,55.62,0.5,0.326
test,Streaks,240730A_GaAs_MnTe_12min_705.png,56.9,490.96,156.51,0.2,0.285
test,Streaks,240730A_GaAs_MnTe_12min_770.png,63.71,59193.19,42.97,0.0,0.313
test,Streaks,240730A_GaAs_MnTe_12min_853.png,78.28,638.12,174.93,0.16,0.331
test,Streaks,240730A_GaAs_MnTe_12min_945.png,179.35,215.25,93.94,0.46,0.447
test,Streaks,240730A_GaAs_MnTe_12min_968.png,146.42,0.0,47.0,1000000000.0,0.276
test,Streaks,240730B_GaAs_MnTe_0min_407.png,65.96,0.0,103.75,1000000000.0,0.408
test,Streaks,240730B_GaAs_MnTe_0min_725.png,125.3,0.0,145.53,1000000000.0,0.521
test,Streaks,240730B_GaAs_MnTe__Te_0min_127.png,56.38,0.0,72.85,1000000000.0,0.43
test,Streaks,240730B_GaAs_MnTe__Te_0min_59.png,64.42,0.0,47.19,1000000000.0,0.316
test,Streaks,240731A_MnTe_12min_209.png,225.83,0.0,132.17,1000000000.0,0.352
test,Streaks,240731A_MnTe_12min_354.png,57.5,151.02,0.0,0.66,0.523
test,Streaks,240731A_MnTe_12min_498.png,195.99,0.0,138.09,1000000000.0,0.261
test,Streaks,240731A_MnTe_12min_595.png,276.13,0.0,136.93,1000000000.0,0.404
test,Streaks,240731A_MnTe_12min_74.png,57.46,140.89,0.0,0.71,0.519
test,Streaks,240731A_MnTe_12min_826.png,135.94,0.0,101.58,1000000000.0,0.228
test,Streaks,240731A_MnTe_12min_976.png,83.1,0.0,117.72,1000000000.0,0.259
test,Streaks,240801A_MnTe_14min_339.png,138.38,0.0,96.27,1000000000.0,0.495
test,Streaks,240801A_MnTe_14min_522.png,101.23,0.0,85.97,1000000000.0,0.423
test,Streaks,240801A_MnTe_14min_648.png,116.52,57463.84,107.7,0.0,0.546
test,Streaks,240801A_MnTe_14min_720.png,127.56,0.0,87.99,1000000000.0,0.408
test,Streaks,240801A_MnTe_14min_919.png,100.35,0.0,96.54,1000000000.0,0.426
test,Streaks,240802A_MnTe_0min_361.png,71.27,0.0,58.93,1000000000.0,0.472
test,Streaks,240802A_MnTe_11min_.png,52.12,0.0,44.67,1000000000.0,0.308
test,Streaks,240802A_MnTe_11min_101.png,52.12,0.0,44.67,1000000000.0,0.308
test,Streaks,240802A_MnTe_11min_147.png,103.18,0.0,42.44,1000000000.0,0.3
test,Streaks,240802A_MnTe_11min_217.png,60.71,0.0,122.47,1000000000.0,0.304
test,Streaks,240802A_MnTe_11min_268.png,101.98,47042.75,40.33,0.0,0.303
test,Streaks,240802A_MnTe_11min_365.png,91.83,0.0,82.45,1000000000.0,0.306
test,Streaks,240802A_MnTe_11min_502.png,60.66,0.0,0.0,1000000000.0,0.342
test,Streaks,240802A_MnTe_11min_656.png,115.24,0.0,49.5,1000000000.0,0.318
test,Streaks,240802A_MnTe_11min_847.png,57.99,0.0,64.21,1000000000.0,0.245
test,Streaks,240802A_MnTe_11min_925.png,81.86,231.59,0.0,0.43,0.493
test,Streaks,240802A_MnTe_GeTe_0min_124.png,68.97,0.0,0.0,1000000000.0,0.228
test,Streaks,240802A_MnTe_GeTe_0min_268.png,94.11,0.0,104.73,1000000000.0,0.49
test,Streaks,240802A_MnTe_GeTe_0min_33.png,123.66,0.0,52.15,1000000000.0,0.232
test,Streaks,240802A_MnTe_GeTe_0min_462.png,96.65,0.0,63.31,1000000000.0,0.489
test,Streaks,240802A_MnTe_GeTe_0min_555.png,72.23,0.0,0.0,1000000000.0,0.49
test,Streaks,240802A_MnTe_GeTe_0min_833.png,75.79,0.0,55.69,1000000000.0,0.434
test,Streaks,240802A_MnTe_GeTe_0min_928.png,134.27,0.0,121.79,1000000000.0,0.41
test,Streaks,240809A_GeTe_32min_141.png,86.31,0.0,55.48,1000000000.0,0.0
test,Streaks,240809A_GeTe_32min_246.png,88.21,199.09,57.85,0.5,0.0
test,Streaks,240809A_GeTe_32min_256.png,88.76,0.0,46.16,1000000000.0,0.0
test,Streaks,240809A_GeTe_32min_414.png,82.74,514.16,70.76,0.19,0.0
test,Streaks,240809A_GeTe_32min_442.png,32.22,0.0,81.88,1000000000.0,0.0
test,Streaks,240809C_InGeTe_20min_100.png,132.61,0.0,0.0,1000000000.0,0.585
test,Streaks,240809C_InGeTe_20min_184.png,86.63,0.0,41.9,1000000000.0,0.377
test,Streaks,240809C_InGeTe_20min_19.png,109.19,0.0,133.97,1000000000.0,0.499
test,Streaks,240809C_InGeTe_20min_390.png,110.16,0.0,163.37,1000000000.0,0.511
test,Streaks,240809C_InGeTe_20min_525.png,104.6,0.0,97.15,1000000000.0,0.364
test,Streaks,240809C_InGeTe_20min_628.png,51.03,0.0,0.0,1000000000.0,0.384
test,Streaks,240809C_InGeTe_20min_779.png,0.0,0.0,45.11,1000000000.0,0.518
test,Streaks,240809C_InGeTe_20min_881.png,64.23,0.0,49.2,1000000000.0,0.375
test,Streaks,240809C_InGeTe_20min_998.png,115.88,0.0,155.86,1000000000.0,0.501
test,Streaks,240813A_MnTe_0min_262.png,90.08,0.0,0.0,1000000000.0,0.36
test,Streaks,240813A_MnTe_0min_315.png,76.89,0.0,101.77,1000000000.0,0.354
test,Streaks,240813A_MnTe_180min_263.png,126.41,0.0,31.01,1000000000.0,0.16
test,Streaks,240813A_MnTe_180min_401.png,25.59,306.3,0.0,0.33,0.414
test,Streaks,240813A_MnTe_180min_627.png,58.18,0.0,0.0,1000000000.0,0.259
test,Streaks,240813A_MnTe_180min_872.png,47.84,0.0,47.48,1000000000.0,0.226
test,Streaks,240813A_MnTe_Te_0min_114.png,26.66,0.0,0.0,1000000000.0,0.0
test,Streaks,240813A_MnTe_Te_0min_19.png,62.91,0.0,27.01,1000000000.0,0.0
test,Streaks,240813A_MnTe_Te_0min_65.png,56.07,0.0,66.33,1000000000.0,0.0
test,Streaks,240814A_MnTe_65min_30.png,180.13,0.0,137.21,1000000000.0,0.13
test,Streaks,240814A_MnTe_65min_418.png,27.51,0.0,127.68,1000000000.0,0.222
test,Streaks,240814A_MnTe_65min_564.png,26.16,0.0,117.22,1000000000.0,0.24
test,Streaks,240814A_MnTe_65min_711.png,44.05,0.0,0.0,1000000000.0,0.176
test,Streaks,240814A_MnTe_65min_947.png,169.65,426.64,0.0,0.23,0.279
test,Streaks,240814A_MnTe_65min_98.png,213.81,0.0,0.0,1000000000.0,0.126
test,Streaks,240823B_GeTe_MnTe_0min_186.png,96.72,325.09,101.18,0.31,0.456
test,Streaks,240823B_GeTe_MnTe_0min_376.png,42.1,0.0,53.96,1000000000.0,0.316
test,Streaks,240823B_GeTe_MnTe_0min_460.png,41.59,0.0,53.72,1000000000.0,0.304
test,Streaks,240823B_GeTe_MnTe_0min_612.png,37.67,724.72,56.73,0.14,0.182
test,Streaks,240823B_GeTe_MnTe_0min_698.png,68.34,0.0,53.0,1000000000.0,0.429
test,Streaks,240823B_GeTe_MnTe_0min_769.png,39.45,0.0,38.34,1000000000.0,0.312
test,Streaks,240823B_GeTe_MnTe_0min_837.png,56.45,0.0,0.0,1000000000.0,0.345
test,Streaks,240823B_GeTe_MnTe_0min_905.png,47.21,31448.07,42.34,0.0,0.247
test,Streaks,240823B_GeTe_MnTe_0min_994.png,67.04,0.0,37.75,1000000000.0,0.266
test,Streaks,240903B_229.png,100.74,0.0,0.0,1000000000.0,0.543
test,Streaks,240903B_516.png,127.59,0.0,124.56,1000000000.0,0.567
test,Streaks,240903B_658.png,122.38,0.0,130.92,1000000000.0,0.58
test,Streaks,240903B_921.png,120.22,0.0,0.0,1000000000.0,0.568
test,Streaks,240903B_long_1.png,135.85,0.0,147.4,1000000000.0,0.555
test,Streaks,240903B_short_1.png,368.75,553.92,0.0,0.18,0.544
test,Streaks,240904A_MnTe_CdTe_0min_105.png,69.11,0.0,74.71,1000000000.0,0.399
test,Streaks,240904A_MnTe_CdTe_0min_167.png,52.67,0.0,0.0,1000000000.0,0.196
test,Streaks,240904A_MnTe_CdTe_0min_228.png,97.97,0.0,0.0,1000000000.0,0.428
test,Streaks,240904A_MnTe_CdTe_0min_2_0.png,47.11,63415.8,66.32,0.0,0.199
test,Streaks,240904A_MnTe_CdTe_0min_2_180.png,55.53,0.0,0.0,1000000000.0,0.125
test,Streaks,240904A_MnTe_CdTe_0min_2_274.png,118.83,599.32,89.29,0.17,0.39
test,Streaks,240904A_MnTe_CdTe_0min_2_334.png,109.96,0.0,118.28,1000000000.0,0.534
test,Streaks,240904A_MnTe_CdTe_0min_2_514.png,96.07,0.0,121.62,1000000000.0,0.531
test,Streaks,240904A_MnTe_CdTe_0min_2_62.png,69.04,0.0,61.33,1000000000.0,0.226
test,Streaks,240904A_MnTe_CdTe_0min_2_665.png,127.09,405.5,106.06,0.25,0.485
test,Streaks,240904A_MnTe_CdTe_0min_2_791.png,70.34,0.0,69.13,1000000000.0,0.21
test,Streaks,240904A_MnTe_CdTe_0min_2_852.png,112.7,0.0,129.96,1000000000.0,0.462
test,Streaks,240904A_MnTe_CdTe_0min_2_977.png,40.58,1772.77,0.0,0.06,0.023
test,Streaks,240904A_MnTe_CdTe_0min_348.png,72.98,0.0,60.24,1000000000.0,0.287
test,Streaks,240904A_MnTe_CdTe_0min_407.png,124.9,0.0,79.13,1000000000.0,0.39
test,Streaks,240904A_MnTe_CdTe_0min_43.png,130.61,461.69,97.8,0.22,0.488
test,Streaks,240904A_MnTe_CdTe_0min_567.png,114.93,220.69,105.72,0.45,0.412
test,Streaks,240904A_MnTe_CdTe_0min_630.png,71.64,8309.47,0.0,0.01,0.357
test,Streaks,240904A_MnTe_CdTe_0min_753.png,159.44,0.0,129.35,1000000000.0,0.342
test,Streaks,240904A_MnTe_CdTe_0min_844.png,105.22,0.0,38.43,1000000000.0,0.162
test,Streaks,240904A_MnTe_CdTe_0min_934.png,106.15,459.86,119.87,0.22,0.386
test,Streaks,240904A_MnTe_CdTe_0min_996.png,124.08,310.72,112.24,0.32,0.536
test,Streaks,240905A_MnTe_0min_23.png,36.37,0.0,43.14,1000000000.0,0.119
test,Streaks,240905B_GeTe_MnTe_30min_246.png,146.5,0.0,266.0,1000000000.0,0.405
test,Streaks,240906A_MnTe_32min_423.png,38.64,0.0,0.0,1000000000.0,0.153
test,Streaks,240906A_MnTe_32min_826.png,41.2,0.0,0.0,1000000000.0,0.087
test,Streaks,240906B_MnTe_0min_12.png,47.45,0.0,0.0,1000000000.0,0.103
test,Streaks,240906B_MnTe_0min_222.png,94.23,780.54,0.0,0.13,0.253
test,Streaks,240906B_MnTe_0min_312.png,74.65,0.0,91.35,1000000000.0,0.413
test,Streaks,240906B_MnTe_0min_380.png,72.29,0.0,0.0,1000000000.0,0.404
test,Streaks,240906B_MnTe_0min_475.png,72.33,0.0,47.32,1000000000.0,0.424
test,Streaks,240906B_MnTe_0min_548.png,56.93,0.0,0.0,1000000000.0,0.401
test,Streaks,240906B_MnTe_0min_619.png,60.23,0.0,48.55,1000000000.0,0.436
test,Streaks,240906B_MnTe_0min_685.png,107.26,0.0,43.79,1000000000.0,0.401
test,Streaks,240906B_MnTe_0min_756.png,84.29,0.0,0.0,1000000000.0,0.421
test,Streaks,240906B_MnTe_0min_800.png,81.59,0.0,41.36,1000000000.0,0.367
test,Streaks,240906B_MnTe_0min_872.png,78.75,0.0,0.0,1000000000.0,0.443
test,Streaks,240906B_MnTe_0min_941.png,53.29,0.0,0.0,1000000000.0,0.352
test,Streaks,240906B_MnTe_0min_988.png,54.05,0.0,0.0,1000000000.0,0.333
test,Streaks,240912C_135.png,58.89,0.0,74.0,1000000000.0,0.412
test,Streaks,240912C_275.png,94.85,655.15,78.63,0.15,0.526
test,Streaks,240912C_348.png,61.5,0.0,0.0,1000000000.0,0.631
test,Streaks,240912C_56.png,74.65,0.0,0.0,1000000000.0,0.604
test,Streaks,240912C_86.png,108.61,0.0,58.59,1000000000.0,0.617
test,Streaks,240913A_MnTe_0min_963.png,117.88,205.99,101.33,0.49,0.553
test,Streaks,240913B_MnTe_0min_341.png,84.61,0.0,83.82,1000000000.0,0.454
test,Streaks,240913B_MnTe_0min_444.png,75.82,0.0,0.0,1000000000.0,0.539
test,Streaks,240913B_MnTe_0min_546.png,68.67,0.0,77.09,1000000000.0,0.551
test,Streaks,240913B_MnTe_0min_616.png,66.19,0.0,0.0,1000000000.0,0.554
test,Streaks,240913B_MnTe_0min_685.png,68.41,0.0,0.0,1000000000.0,0.489
test,Streaks,240913B_MnTe_0min_824.png,76.72,0.0,55.35,1000000000.0,0.554
test,Streaks,240913B_MnTe_0min_895.png,95.37,32698.5,65.74,0.0,0.609
test,Streaks,240913B_MnTe_0min_998.png,53.03,0.0,55.97,1000000000.0,0.472
test,Streaks,240925A_MnTe_0min_145.png,39.99,136.65,0.0,0.73,0.284
test,Streaks,240925A_MnTe_0min_242.png,94.42,134.33,0.0,0.74,0.353
test,Streaks,240925A_MnTe_0min_305.png,83.8,133.27,84.68,0.75,0.45
test,Streaks,240925A_MnTe_0min_407.png,72.53,202.2,0.0,0.49,0.369
test,Streaks,240925A_MnTe_0min_469.png,66.2,191.6,53.5,0.52,0.395
test,Streaks,240925A_MnTe_0min_533.png,77.74,189.48,65.97,0.53,0.34
test,Streaks,240925A_MnTe_0min_81.png,36.97,0.0,44.35,1000000000.0,0.294
test,Streaks,240925B_6.png,43.57,0.0,39.41,1000000000.0,0.252
test,Streaks,240925B_65.png,66.64,247.63,0.0,0.4,0.354
test,Streaks,240925B_MnTe_0min_156.png,91.14,30304.73,84.93,0.0,0.332
test,Streaks,240925C_MnTe_0min_153.png,72.31,0.0,0.0,1000000000.0,0.311
test,Streaks,240925C_MnTe_0min_217.png,89.33,152.24,0.0,0.66,0.397
test,Streaks,240925C_MnTe_0min_29.png,41.58,0.0,0.0,1000000000.0,0.275
test,Streaks,240925C_MnTe_0min_325.png,100.83,256.52,0.0,0.39,0.385
test,Streaks,240925C_MnTe_0min_407.png,64.21,192.87,0.0,0.52,0.382
test,Streaks,240925C_MnTe_0min_707.png,102.22,246.06,0.0,0.41,0.428
test,Streaks,240925C_MnTe_0min_90.png,40.82,251.97,53.84,0.4,0.376
test,Streaks,240925C_MnTe_0min_960.png,142.11,387.39,60.21,0.26,0.419
test,Streaks,241003A_162.png,258.02,212.06,0.0,0.47,0.541
test,Streaks,241003A_198.png,86.15,0.0,0.0,1000000000.0,0.648
test,Streaks,241003A_26.png,226.2,0.0,0.0,1000000000.0,0.523
test,Streaks,241003A_297.png,234.76,0.0,39.91,1000000000.0,0.428
test,Streaks,241003A_368.png,404.82,163.55,0.0,0.61,0.513
test,Streaks,241003A_401.png,28.16,0.0,26.28,1000000000.0,0.374
test,Streaks,241003A_434.png,248.73,175.21,0.0,0.57,0.551
test,Streaks,241003A_564.png,101.25,182.24,0.0,0.55,0.567
test,Streaks,241003A_691.png,338.95,175.03,0.0,0.57,0.567
test,Streaks,241003A_755.png,217.81,0.0,0.0,1000000000.0,0.526
test,Streaks,241003A_787.png,26.68,48200.45,0.0,0.0,0.423
test,Streaks,241003A_818.png,309.05,0.0,36.22,1000000000.0,0.426
test,Streaks,241003A_848.png,156.76,277.79,56.59,0.36,0.343
test,Streaks,241003A_96.png,236.79,0.0,0.0,1000000000.0,0.453
test,Streaks,241003A_976.png,159.94,179.02,44.01,0.56,0.36
test,Streaks,241004A_498.png,107.58,0.0,0.0,1000000000.0,0.519
test,Streaks,241008A_MnTe_0min_158.png,78.75,138.72,0.0,0.72,0.411
test,Streaks,241008A_MnTe_0min_61.png,80.79,451.73,0.0,0.22,0.491
test,Streaks,241008A_MnTe_30min_118.png,131.56,283.85,0.0,0.35,0.587
test,Streaks,241008A_MnTe_30min_192.png,91.82,217.25,0.0,0.46,0.668
test,Streaks,241008A_MnTe_30min_241.png,128.56,318.29,0.0,0.31,0.616
test,Streaks,241008A_MnTe_30min_316.png,108.96,589.21,0.0,0.17,0.525
test,Streaks,241008A_MnTe_30min_366.png,94.85,181.74,0.0,0.55,0.481
test,Streaks,241008A_MnTe_30min_415.png,120.41,229.17,0.0,0.44,0.533
test,Streaks,241008A_MnTe_30min_44.png,130.88,402.45,0.0,0.25,0.673
test,Streaks,241008A_MnTe_30min_441.png,128.33,239.53,0.0,0.42,0.569
test,Streaks,241008A_MnTe_30min_491.png,130.32,659.49,0.0,0.15,0.693
test,Streaks,241009A_MnTe_0min_125.png,44.16,209.43,28.32,0.48,0.069
test,Streaks,241009A_MnTe_0min_46.png,70.27,201.12,59.12,0.5,0.243
test,Streaks,241009A_MnTe_0min_73.png,58.01,0.0,0.0,1000000000.0,0.317
test,Streaks,241009A_MnTe_SnTe_0min_197.png,91.05,0.0,0.0,1000000000.0,0.003
test,Streaks,241009A_MnTe_SnTe_0min_275.png,83.24,129.3,54.56,0.77,0.236
test,Streaks,241009A_MnTe_SnTe_0min_31.png,78.8,133.15,93.71,0.75,0.285
test,Streaks,241009A_MnTe_SnTe_0min_83.png,123.43,111.43,44.89,0.9,0.406
test,Streaks,241011B_113.png,134.38,282.44,0.0,0.35,0.567
test,Streaks,241011B_140.png,277.31,225.64,254.29,0.44,0.614
test,Streaks,241011B_173.png,192.05,259.89,154.06,0.38,0.548
test,Streaks,241011B_264.png,178.43,0.0,157.97,1000000000.0,0.582
test,Streaks,241016A_SnTe_0min_37.png,45.74,0.0,32.1,1000000000.0,0.35
test,Streaks,241017A_MnTe_0min_100.png,42.12,36210.73,0.0,0.0,0.0
test,Streaks,241017A_MnTe_0min_66.png,36.99,0.0,50.58,1000000000.0,0.266
test,Streaks,241023A_116.png,137.79,207.03,0.0,0.48,0.655
test,Streaks,241023A_173.png,134.65,432.37,111.27,0.23,0.485
test,Streaks,241023A_235.png,125.59,0.0,108.91,1000000000.0,0.48
test,Streaks,241024A_127.png,130.59,181.67,79.75,0.55,0.57
test,Streaks,241024A_32.png,21.16,240.24,64.65,0.42,0.525
test,Streaks,241024A_86.png,21.1,220.83,64.62,0.45,0.525
test,Streaks,241024B_283.png,203.76,0.0,208.13,1000000000.0,0.42
test,Streaks,241024B_369.png,183.57,0.0,164.54,1000000000.0,0.436
test,Streaks,241030A_141.png,134.85,553.99,0.0,0.18,0.485
test,Streaks,241030A_194.png,131.94,401.46,0.0,0.25,0.487
test,Streaks,241030A_235.png,147.21,868.64,0.0,0.12,0.493
test,Streaks,241030A_25.png,135.18,386.15,0.0,0.26,0.486
test,Streaks,241030A_85.png,134.41,605.44,0.0,0.17,0.486
test,Streaks,241031A_140.png,32.83,539.19,0.0,0.19,0.422
test,Streaks,241031A_149.png,33.08,278.73,0.0,0.36,0.422
test,Streaks,241031A_182.png,32.95,577.33,0.0,0.17,0.425
test,Streaks,241031A_218.png,40.17,211.22,0.0,0.47,0.468
test,Streaks,241031A_270.png,98.59,238.47,0.0,0.42,0.479
test,Streaks,241031A_65.png,32.99,190.43,0.0,0.53,0.422
test,Streaks,241031A_95.png,33.14,344.64,0.0,0.29,0.426
test,Streaks,250213A1_176.png,372.47,163.28,427.01,0.61,0.535
test,Streaks,250213A1__25.png,267.76,0.0,0.0,1000000000.0,0.53
test,Streaks,250213A_57.png,278.79,0.0,0.0,1000000000.0,0.553
test,Streaks,250214A1_427.png,187.14,0.0,0.0,1000000000.0,0.502
test,Streaks,250214A3_956.png,357.81,0.0,0.0,1000000000.0,0.493
test,Streaks,250214A4_68.png,135.71,0.0,0.0,1000000000.0,0.457
test,Streaks,250214A4_912.png,132.44,34096.02,0.0,0.0,0.381
test,Streaks,250221B1_998.png,294.92,0.0,0.0,1000000000.0,0.305
test,Streaks,250226B1_182.png,92.49,0.0,99.05,1000000000.0,0.339
test,Streaks,250226B1_388.png,54.31,0.0,109.22,1000000000.0,0.348
test,Streaks,250226B1_489.png,140.61,0.0,0.0,1000000000.0,0.306
test,Streaks,250226B1_855.png,48.2,0.0,97.68,1000000000.0,0.111
test,Streaks,250226B1_908.png,127.82,248.25,0.0,0.4,0.03
test,Streaks,250226B1_993.png,79.18,0.0,87.96,1000000000.0,0.251
test,Streaks,250228B2_850.png,305.28,0.0,0.0,1000000000.0,0.285
test,Streaks,250312A_12.png,119.56,441.43,101.35,0.23,0.363
